"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
34-276,"Beam Suntory","Teacher's Highland Cream","","86","1.75L","$27.95","$36.70",
34-278,"Beam Suntory","Teacher's Highland Cream","","86",".75L","$15.95","$19.70",
34-326,"Diageo NA","White Horse","","80","1.75L","$29.95","$38.70",
34-351,"Diageo NA","Oban Classic Malt 14Y S.M.","014Y","86",".75L","$77.95","$81.70",
34-353,"Diageo NA","Talisker Malt 10Y S.M.","010Y","91.6",".75L","$59.95","$63.70",
34-357,"Diageo NA","Dalwhinnie Classic 15Y S.M.","015Y","86",".75L","$62.95","$66.70",
34-359,"Diageo NA","Cragganmore Distillers Edition 12Y","012Y","80",".75L","$64.95","$68.70",
34-363,"Diageo NA","Lagavulin Classic Malt 16Y S.M.","016Y","86",".75L","$99.95","$103.70",
34-364,"Bacardi","Aberfeldy 12Y","012Y","80",".75L","$44.95","$48.70",
34-370,"Pernod Ricard","Aberlour 16Y S.M.","016Y","86",".75L","$84.95","$88.70",
34-372,"Pernod Ricard","The Glenlivet 14Y","014Y","80",".75L","$56.95","$60.70",
34-373,"Pernod Ricard","Aberlour 12Y S.M.","012Y","86",".75L","$57.95","$61.70",
34-374,"Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80","1.75L","$99.95","$108.70",
34-375,"Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80",".75L","$47.95","$51.70",
34-376,"Pernod Ricard","The Glenlivet 12Y S.M.","012Y","80",".375L","$23.95","$25.83",
34-378,"Pernod Ricard","The Glenlivet 18Y S.M.","018Y","86",".75L","$134.95","$138.70",
34-379,"Pernod Ricard","The Glenlivet Nadurra First Fill","016Y","118.4",".75L","$94.95","$98.70",
34-380,"Pernod Ricard","The Glenlivet French Oak Ed 15Y S.M.","015Y","80",".75L","$76.95","$80.70",
34-387,"E & J Gallo Winery","The Dalmore 12Y S.M.","012Y","80",".75L","$69.95","$73.70",
34-397,"William Grant","Glenfiddich 12Y S.M.","012Y","80","1.75L","$99.95","$108.70",
34-399,"William Grant","Glenfiddich 12Y S.M.","012Y","80",".75L","$48.95","$52.70",
34-400,"William Grant","Glenfiddich 12Y S.M.","012Y","80",".375L","$23.95","$25.83",
34-401,"William Grant","Glenfiddich 21Y S.M.","021Y","80",".75L","$199.95","$203.70",
34-402,"Moet Hennessy","Glenmorangie Extremely Rare 18Y S.M.","018Y","86",".75L","$114.95","$118.70",
34-403,"Moet Hennessy","Glenmorangie Nectar D 'Or S.M.","","92",".75L","$69.95","$73.70",
34-404,"Moet Hennessy","Glenmorangie Original 10Y","010Y","86","1.75L","$79.95","$88.70",
34-405,"Moet Hennessy","Glenmorangie Original 10Y","010Y","86",".75L","$42.95","$46.70",
34-406,"Moet Hennessy","Glenmorangie Lasanta 12Y S.M.","012Y","86",".75L","$49.95","$53.70",
34-410,"Moet Hennessy","Glenmorangie Quinta Ruban","014Y","92",".75L","$58.95","$62.70",
34-411,"Edrington Americas","The Macallan Sherry Oak 12Y","012Y","86",".75L","$69.95","$73.70",
34-414,"Beam Suntory","Laphroaig 10Y","010Y","86",".75L","$54.95","$58.70",
34-420,"Moet Hennessy","Ardbeg 10Y S.M.","010Y","92",".75L","$53.95","$57.70",
34-425,"Moet Hennessy","Ardbeg An Oa","","93.2",".75L","$64.95","$68.70",
34-435,"Edrington Americas","The Macallan Double Cask Gold","","80",".75L","$54.95","$58.70",
34-436,"Edrington Americas","The Macallan Sherry Oak 18Y","018Y","86",".75L","$324.95","$328.70",
34-437,"Edrington Americas","The Macallan Double Cask 12Y","012Y","86","1.75L","$144.95","$153.70",
34-440,"Edrington Americas","The Macallan Double Cask 12Y","012Y","86",".75L","$62.95","$66.70",
34-441,"Edrington Americas","The Macallan Double Cask 12Y","012Y","86",".375L","$36.95","$38.83",
34-442,"Edrington Americas","The Macallan Sherry Oak 25Y","025Y","86",".75L","$1,999.95","$2,003.70",
34-448,"E & J Gallo Winery","Isle Of Jura 10Y S.M.","010Y","86",".75L","$54.95","$58.70",
34-453,"Pernod Ricard","The Glenlivet Archive 21Y S.M.","021Y","86",".75L","$300.00","$303.75",
34-454,"Pernod Ricard","The Glenlivet Founders Reserve","","80",".75L","$39.95","$43.70",
34-477,"Edrington Americas","The Macallan Triple Cask 15Y","015Y","86",".75L","$124.95","$128.70",
34-504,"Diageo NA","Caol Ila 12Y","012Y","86",".75L","$64.95","$68.70",
34-558,"Sazerac/ 375 Park Ave Spirits","Old Pulteney 12Y","012Y","80",".75L","$44.95","$48.70",
34-560,"Sazerac/ 375 Park Ave Spirits","Speyburn 10Y S.M.","010Y","80",".75L","$29.95","$33.70",
34-564,"Beam Suntory","McClelland's Islay S.M.","","80",".75L","$26.95","$30.70",
34-568,"Beam Suntory","McClelland's Highland S.M.","","80",".75L","$24.95","$28.70",
34-572,"Beam Suntory","McClelland's Lowland S.M.","","80",".75L","$26.95","$30.70",
34-575,"William Grant","Balvenie Portwood 21Y S.M.","021Y","86",".75L","$249.95","$253.70",
34-579,"William Grant","Balvenie Caribbean Cask 14Y","014Y","86",".75L","$81.95","$85.70",
34-580,"William Grant","Balvenie Doublewood 12Y S.M.","012Y","86",".75L","$69.95","$73.70",
34-584,"William Grant","Balvenie Doublewood 17Y","017Y","86",".75L","$149.95","$153.70",
34-590,"Beam Suntory","Auchentoshan American Oak","","80",".75L","$39.95","$43.70",
34-592,"Beam Suntory","Bowmore 12Y","012Y","80",".75L","$54.95","$58.70",
34-593,"Beam Suntory","Bowmore The Darkest 15Y","015Y","86",".75L","$75.95","$79.70",
34-596,"US Distilled Products","Glen Moray 12Y","012Y","80",".75L","$39.95","$43.70",
34-599,"US Distilled Products","Glen Moray Scotch Port Finish","","80",".75L","$29.95","$33.70",
34-621,"Edrington Americas","Highland Park 12Y","012Y","86",".75L","$54.95","$58.70",
34-635,"William Grant","Glenfiddich Fire & Cane","","86",".75L","$49.95","$53.70",
34-642,"William Grant","Glenfiddich 14Y","014Y","86",".75L","$57.95","$61.70",
34-644,"William Grant","Glenfiddich 15Y S.M.","015Y","80",".75L","$72.95","$76.70",
34-646,"William Grant","Glenfiddich 18Y S.M.","018Y","86",".75L","$109.95","$113.70",
34-652,"Beam Suntory","Laphroaig Select","","80",".75L","$39.95","$43.70",
34-655,"Beam Suntory","Laphroaig Quarter Cask","","96",".75L","$59.95","$63.70",
34-670,"Sans Wine & Spirits","Lismore 6Y","006Y","80",".75L","$23.95","$27.70",
34-678,"USDP / Phillips","Tomatin 12Y","012Y","86",".75L","$34.95","$38.70",
34-696,"Edrington Americas","The Glenrothes 10Y","","80",".75L","$39.95","$43.70",
34-739,"USDP / Phillips","Tomatin 36Y","036Y","92",".75L","$899.95","$903.70",
34-750,"Diageo NA","The Singleton 12Y","012Y","80",".75L","$34.95","$38.70",
35-298,"William Grant","Clan MacGregor","","80","1.75L","$19.95","$28.70",
35-299,"William Grant","Clan MacGregor","","80",".75L","$9.95","$13.70",
35-340,"Diageo NA","Crawford's","003Y","80","1.75L","$23.95","$32.70",
35-405,"Duggan's","Duggan's Dew","003Y","86.8","1.75L","$26.95","$35.70",
35-407,"Duggan's","Duggan's Dew","003Y","86.8",".75L","$12.95","$16.70",
35-487,"M. S. Walker","Grand MacNish","003Y","80","1.75L","$21.95","$30.70",
35-553,"Sazerac NA","Highland Mist","003Y","80","1.75L","$19.95","$28.70",
35-594,"Sazerac NA","House Of Stuart","003Y","80","1.75L","$18.95","$27.70",
35-641,"Sazerac NA","Inver House Conv Pk","003Y","80",".75L","$8.95","$12.70",
35-642,"Sazerac NA","Inver House","003Y","80","1.75L","$18.95","$27.70",
35-643,"Sazerac NA","Inver House","003Y","80",".75L","$8.95","$12.70",
35-724,"Heaven Hill","J. W. Dant","","80","1.75L","$16.95","$25.70",
35-984,"Heaven Hill","100 Pipers","","80","1.75L","$19.95","$28.70",
36-005,"Shaw - Ross Inter. Imp.","Old Smuggler","","80","1.75L","$20.95","$29.70",
36-025,"Sazerac/ 375 Park Ave Spirits","Passport","","80","1.75L","$19.95","$28.70",
36-139,"Sazerac Co.","Scoresby Rare","003Y","80","1.75L","$21.95","$30.70",
36-140,"Sazerac Co.","Scoresby Rare","003Y","80",".75L","$11.95","$15.70",
36-235,"Diageo NA","Usher's Green Stripe","","80","1.75L","$27.95","$36.70",
36-247,"Diageo NA","Vat 69 Gold","003Y","80","1.75L","$18.95","$27.70",
37-798,"Campari America","Forty Creek","","80","1.75L","$39.95","$48.70",
37-799,"Campari America","Forty Creek - Barrel Select","","80",".75L","$19.95","$23.70",
37-803,"Sazerac/ 375 Park Ave Spirits","Wiser's Deluxe","","80","1.75L","$32.95","$41.70",
37-804,"Sazerac/ 375 Park Ave Spirits","Wiser's Deluxe","","80",".75L","$16.95","$20.70",
37-811,"Beam Suntory","Canadian Club Reserve","009Y","80","1.75L","$29.95","$38.70",
37-812,"Beam Suntory","Canadian Club Reserve","009Y","80",".75L","$16.95","$20.70",
37-823,"Beam Suntory","Canadian Club 80","006Y","80","1.75L","$21.95","$30.70",
37-824,"Beam Suntory","Canadian Club 80 (PET)","006Y","80",".75L","$11.95","$15.70",
37-825,"Beam Suntory","Canadian Club 80","006Y","80",".75L","$11.95","$15.70",
37-830,"Beam Suntory","Canadian Club 80","005Y","80",".375L","$4.95","$6.83",
37-859,"Constellation Brands","Canadian MacNaughton","004Y","80","1.75L","$17.45","$26.20",
37-883,"Diageo NA","Crown Royal Blenders Mash","","80",".375L","$9.95","$11.83",
37-888,"Diageo NA","Crown Royal Northern Harvest Rye","","90",".75L","$30.95","$34.70",
37-889,"Diageo NA","Crown Royal Regal Apple","","80","1.75L","$54.95","$63.70",
37-890,"Diageo NA","Crown Royal Regal Apple","","70",".75L","$28.95","$32.70",
37-891,"Diageo NA","Crown Royal Regal Apple","","70",".375L","$14.95","$16.83",
37-896,"Diageo NA","Crown Royal Black","","90","1.75L","$56.95","$65.70",
37-897,"Diageo NA","Crown Royal Black","","90",".75L","$30.95","$34.70",
37-898,"Diageo NA","Crown Royal Black","","90",".375L","$15.95","$17.83",
37-901,"Diageo NA","Crown Royal Reserve","","80","1.75L","$84.95","$93.70",
37-902,"Diageo NA","Crown Royal Reserve","","80",".75L","$44.95","$48.70",
37-904,"Diageo NA","Crown Royal Reserve","","80",".375L","$22.95","$24.83",
37-905,"Diageo NA","Crown Royal XO","","80",".75L","$49.95","$53.70",
37-907,"Diageo NA","Crown Royal","","80","1.75L","$54.95","$63.70",
37-909,"Diageo NA","Crown Royal w/ Bag","","80",".75L","$28.95","$32.70",
37-910,"Diageo NA","Crown Royal w/o Bag","","80",".75L","$28.95","$32.70",
37-912,"Diageo NA","Crown Royal (PET)","","80",".375L","$14.95","$16.83",
37-913,"Diageo NA","Crown Royal","","80",".375L","$14.95","$16.83",
37-915,"Diageo NA","Crown Royal XR","","80",".75L","$129.95","$133.70",
37-917,"Diageo NA","Crown Royal Vanilla","","70","1.75L","$54.95","$63.70",
37-918,"Diageo NA","Crown Royal Vanilla","","70",".75L","$29.95","$33.70",
37-919,"Diageo NA","Crown Royal Vanilla","","70",".375L","$14.95","$16.83",
37-921,"Beam Suntory","Classic 12","012Y","80",".75L","$21.95","$25.70",
37-925,"Sazerac Co.","Seagram's VO Gold","","80","1.75L","$39.95","$48.70",
37-926,"Sazerac Co.","Seagram's VO Gold","","80",".75L","$17.95","$21.70",
37-928,"Sazerac Co.","Seagram's VO","006Y","80","1.75L","$27.95","$36.70",
37-929,"Sazerac Co.","Seagram's VO Lt Wt Flsk","006Y","80",".75L","$14.95","$18.70",
37-930,"Sazerac Co.","Seagram's VO","006Y","80",".75L","$14.95","$18.70",
37-934,"Sazerac Co.","Seagram's VO","006Y","80",".375L","$7.95","$9.83",
38-006,"Proximo Spirits","Pendleton","010Y","80",".75L","$24.95","$28.70",
38-008,"Proximo Spirits","Pendleton 1910 Rye Whisky","012Y","80",".75L","$44.95","$48.70",
38-183,"Sazerac Co.","Canadian Hunter Rye","","90",".75L","$11.95","$15.70",
38-185,"Sazerac Co.","Canadian Hunter (PET)","","80",".75L","$7.95","$11.70",
38-186,"Sazerac Co.","Canadian Hunter","","80","1.75L","$18.95","$27.70",
38-187,"Sazerac Co.","Canadian Hunter","","80",".75L","$7.95","$11.70",
38-188,"Sazerac Co.","Canadian Hunter","","80",".375L","$4.45","$6.33",
38-190,"Heaven Hill","Aristocrat Supreme Canadian","003Y","80","1.75L","$13.95","$22.70",
38-191,"Heaven Hill","Aristocrat Supreme Canadian","003Y","80",".75L","$6.45","$10.20",
38-290,"Constellation Brands","Black Velvet Reserve","008Y","80","1.75L","$23.95","$32.70",
38-291,"Constellation Brands","Black Velvet Reserve","","80",".75L","$12.95","$16.70",
38-294,"Constellation Brands","Black Velvet Portable","","80",".75L","$8.95","$12.70",
38-298,"Constellation Brands","Black Velvet","","80","1.75L","$18.95","$27.70",
38-300,"Constellation Brands","Black Velvet","","80",".75L","$8.95","$12.70",
38-304,"Constellation Brands","Black Velvet","","80",".375L","$4.95","$6.83",
38-349,"Luxco","Canadian Deluxe","003Y","80","1.75L","$14.95","$23.70",
38-453,"Brown - Forman","Canadian Mist Sportster","003Y","80",".75L","$9.95","$13.70",
38-454,"Brown - Forman","Canadian Mist","003Y","80","1.75L","$19.95","$28.70",
38-456,"Brown - Forman","Canadian Mist","003Y","80",".75L","$9.95","$13.70",
38-460,"Brown - Forman","Canadian Mist PET Flask","003Y","80",".375L","$4.90","$6.78",
38-474,"Sazerac Co.","Canadian Lake","003Y","80","1.75L","$13.95","$22.70",
38-475,"Sazerac Co.","Canadian Lake","003Y","80",".75L","$6.45","$10.20",
38-488,"Sazerac NA","Canadian LTD","003Y","80","1.75L","$14.95","$23.70",
38-547,"Sazerac Co.","Rich & Rare Reserve Canadian","","80","1.75L","$24.95","$33.70",
38-548,"Sazerac Co.","Rich & Rare Reserve Canadian","","80",".75L","$12.95","$16.70",
38-549,"Sazerac Co.","Rich & Rare Reserve Canadian","","80",".375L","$4.95","$6.83",
38-550,"Sazerac Co.","Rich & Rare Canadian","003Y","80","1.75L","$17.95","$26.70",
38-552,"Sazerac Co.","Rich & Rare Canadian","003Y","80",".75L","$6.95","$10.70",
38-555,"Sazerac Co.","Rich & Rare Canadian","003Y","80",".375L","$4.25","$6.13",
38-670,"Heaven Hill","Harwood Canadian Carry Pk","","80",".75L","$6.45","$10.20",
38-671,"Heaven Hill","Harwood Canadian","","80","1.75L","$16.95","$25.70",
38-673,"Heaven Hill","Harwood Canadian","","80",".75L","$6.45","$10.20",
38-769,"Luxco","Lord Calvert Canadian","003Y","80","1.75L","$17.95","$26.70",
38-771,"Luxco","Lord Calvert Canadian Signature","003Y","80",".75L","$7.95","$11.70",
38-775,"Luxco","Lord Calvert Canadian","003Y","80",".375L","$4.45","$6.33",
38-776,"Luxco","Lord Calvert Canadian TRV","003Y","80",".75L","$7.95","$11.70",
39-024,"Beam Suntory","Windsor Canadian Supreme","003Y","80","1.75L","$16.95","$25.70",
39-024,"Beam Suntory","Windsor Canadian Supreme","003Y","80","1.75L","$16.95","$25.70",
40-002,"Pernod Ricard","Redbreast Lustau","","92",".75L","$76.95","$80.70",
40-005,"Pernod Ricard","Redbreast 12Y","012Y","80",".75L","$67.95","$71.70",
40-044,"Beam Suntory","2 Gingers Irish Whiskey","","80",".75L","$19.95","$23.70",
40-047,"Pernod Ricard","Green Spot","","80",".75L","$64.95","$68.70",
40-071,"Luxco","The Quiet Man Traditional Irish Whiskey","004Y","80",".75L","$29.95","$33.70",
40-074,"Disaronno International","The Irishman Founders Reserve","","80",".75L","$29.95","$33.70",
40-089,"Proximo Spirits","The Sexton","","80",".75L","$32.95","$36.70",
40-092,"Brown - Forman","Slane","","80",".75L","$32.95","$36.70",
40-113,"William Grant","Tullamore Dew","","80","1.75L","$57.95","$66.70",
40-115,"William Grant","Tullamore Dew","","80",".75L","$29.95","$33.70",
40-117,"William Grant","Tullamore Dew XO Rum Cask","","86",".75L","$32.95","$36.70",
40-118,"William Grant","Tullamore Dew 12Y","012Y","80",".75L","$49.95","$53.70",
40-121,"Pernod Ricard","Jameson","","80","1.75L","$61.95","$70.70",
40-122,"Pernod Ricard","Jameson","","80",".75L","$31.95","$35.70",
40-124,"Pernod Ricard","Jameson","","80",".375L","$19.95","$21.83",
40-129,"Pernod Ricard","Jameson Blender's Dog","","86",".75L","$69.95","$73.70",
40-130,"Pernod Ricard","Jameson Caskmates IPA","","80",".75L","$36.95","$40.70",
40-131,"Pernod Ricard","Jameson Caskmates Stout","","80",".75L","$36.95","$40.70",
40-133,"Castle Brands","Knappogue Castle 12Y","012Y","86",".75L","$43.95","$47.70",
40-140,"Pernod Ricard","Jameson Black Barrel","","80",".75L","$41.95","$45.70",
40-169,"Proximo Spirits","Bushmills Malt 10Y","010Y","80",".75L","$40.95","$44.70",
40-173,"Proximo Spirits","Bushmills","","80","1.75L","$45.95","$54.70",
40-174,"Proximo Spirits","Bushmills","","80",".75L","$22.95","$26.70",
40-185,"Pernod Ricard","John Power & Son","","80",".75L","$31.95","$35.70",
40-187,"Sazerac Co.","Paddy's","","80","1.75L","$37.95","$46.70",
40-190,"Sazerac Co.","Paddy's","","80",".75L","$19.95","$23.70",
40-198,"Proximo Spirits","Proper No.Twelve","","80",".75L","$27.95","$31.70",
40-201,"Proximo Spirits","Bushmills Red Bush","","80",".75L","$22.95","$26.70",
40-203,"Proximo Spirits","Bushmills Blackbush","","80",".75L","$27.95","$31.70",
40-208,"Bacardi","Teeling Small Batch","","92",".75L","$39.95","$43.70",
40-228,"M. S. Walker","West Cork "Original" Irish Whiskey","004Y","80",".75L","$25.95","$29.70",
40-231,"Disaronno International","Writer's Tears Copper Pot","","80",".75L","$34.95","$38.70",
40-250,"Beam Suntory","Suntory Whisky Toki","","86",".75L","$34.95","$38.70",
40-253,"Beam Suntory","Hibiki Japanese Harmony","","86",".75L","$74.95","$78.70",
40-261,"Hotaling & Co","Nikka Coffey Grain Whisky","008Y","90",".75L","$70.00","$73.75",
40-262,"Hotaling & Co","Nikka Pure Malt Whisky","","86",".75L","$70.00","$73.75",
40-280,"E & J Gallo Winery","New Amsterdam Stratusphere Gin","","80","1.75L","$23.95","$32.70",
40-281,"E & J Gallo Winery","New Amsterdam Stratusphere Gin","","80",".75L","$14.95","$18.70",
40-282,"E & J Gallo Winery","New Amsterdam Stratusphere Gin","","80",".375L","$5.95","$7.83",
40-284,"E & J Gallo Winery","New Amsterdam Stratusphere London Dry","","94.6",".75L","$17.95","$21.70",
40-429,"Heaven Hill","Aristocrat Supreme Gin","","80","1.75L","$12.80","$21.55",
40-430,"Heaven Hill","Aristocrat Supreme Gin","","80",".75L","$5.95","$9.70",
40-431,"Heaven Hill","Aristocrat Supreme Gin Carry Pk","","80",".75L","$5.95","$9.70",
40-432,"Heaven Hill","Aristocrat Supreme Gin","","80",".375L","$3.45","$5.33",
40-446,"Davos Brands","Aviation American Gin","","84",".75L","$29.95","$33.70",
40-449,"Sazerac NA","Barton","","80","1.75L","$12.80","$21.55",
40-450,"Sazerac NA","Barton","","80",".75L","$5.95","$9.70",
40-487,"USDP / Phillips","Prairie Organic Gin","","80",".75L","$21.95","$25.70",
40-527,"Sazerac Co.","Travelers Club Gin 80","","80","1.75L","$12.80","$21.55",
40-528,"Sazerac Co.","Travelers Club Gin 80","","80",".75L","$6.20","$9.95",
40-530,"Sazerac Co.","Travelers Club Gin 80","","80",".375L","$3.45","$5.33",
40-552,"Sazerac Co.","Booth's London Dry","","90","1.75L","$19.95","$28.70",
40-586,"Heaven Hill","Burnett's White Satin Carry Pk","","80",".75L","$8.95","$12.70",
40-587,"Heaven Hill","Burnett's White Satin","","80","1.75L","$17.95","$26.70",
40-589,"Heaven Hill","Burnett's White Satin","","80",".75L","$8.95","$12.70",
40-695,"Heaven Hill","Country Gentleman Gin","","80","1.75L","$12.95","$21.70",
40-696,"Heaven Hill","Country Gentleman Gin","","80",".75L","$5.95","$9.70",
40-698,"Heaven Hill","Country Gentleman Gin","","80",".375L","$3.45","$5.33",
40-707,"Old Elk Distilleries","DryTown Gin","","92",".75L","$29.95","$33.70",
40-731,"Laird & Company","Five O'Clock Gin","","80","1.75L","$12.95","$21.70",
40-733,"Laird & Company","Five O'Clock Gin","","80",".75L","$6.60","$10.35",
40-736,"Laird & Company","Five O'Clock Gin","","80",".375L","$3.70","$5.58",
40-756,"Sazerac NA","Fleischmann's Dry","","80","1.75L","$13.95","$22.70",
40-758,"Sazerac NA","Fleischmann's Dry","","80",".75L","$8.25","$12.00",
40-785,"Beam Suntory","Gilbey's London Dry TRV","","80",".75L","$8.95","$12.70",
40-790,"Beam Suntory","Gilbey's London Dry","","80","1.75L","$16.95","$25.70",
40-792,"Beam Suntory","Gilbey's London Dry","","80",".75L","$8.95","$12.70",
